"product_id","time_id","warehouse_id","store_id","units_ordered","units_shipped","warehouse_sales","warehouse_cost","supply_time","store_invoice"
573,565,7,7,83,83,101.2932,48.6207,2,55.4276
950,565,7,7,31,31,44.1037,18.0825,3,20.0716
234,565,7,7,87,87,72.8190,29.1276,3,34.9531
823,565,7,7,37,4,5.6252,2.2501,3,2.5201
200,565,7,7,61,61,66.2765,36.4521,4,43.7425
923,565,7,7,89,15,12.0960,6.8947,2,7.6531
251,561,7,7,61,61,77.3968,41.7943,3,48.0634
1134,561,7,7,45,45,33.5790,13.4316,1,15.7150
45,561,7,7,76,76,13.2924,5.5828,3,6.3086
607,561,7,7,95,95,81.8710,39.2981,3,45.9788
1211,561,7,7,95,52,92.6276,36.1248,3,42.6273
228,561,7,7,32,32,11.0208,5.7308,3,6.5904
58,561,7,7,60,33,38.1150,11.4345,3,13.6071
1300,561,7,7,45,45,22.1850,7.0992,2,8.0221
939,597,7,7,33,33,13.6290,6.4056,3,7.5586
262,597,7,7,81,14,6.0032,2.7615,2,3.2586
318,597,7,7,72,72,58.6872,25.8224,1,28.4046
1295,597,7,7,21,21,23.3100,8.6247,2,10.0909
339,597,7,7,76,76,53.2000,19.1520,2,22.2163
502,597,7,7,27,27,38.5155,23.1093,4,25.8824
745,597,7,7,19,19,7.5905,2.8085,1,3.2298
429,597,7,7,61,61,28.5541,11.4216,3,13.1348
1378,597,7,7,56,56,12.6728,6.0829,1,7.0562
89,597,7,7,34,34,31.3548,15.9909,3,18.0697
106,597,7,7,31,31,35.7864,11.0938,2,12.3141
56,597,7,7,36,36,7.9236,3.2487,1,3.6385
83,605,7,7,53,53,108.9892,46.8654,3,53.4266
832,605,7,7,26,26,47.1744,15.5676,3,18.2141
143,605,7,7,13,13,13.7514,6.8757,1,7.8383
1065,605,7,7,45,45,39.7620,11.9286,3,13.9565
1002,605,7,7,91,85,105.5700,47.5065,1,56.5327
459,605,7,7,95,56,19.3536,6.3867,2,7.4724
116,605,7,7,85,85,118.1075,62.5970,2,73.2385
732,605,7,7,72,72,28.8288,11.5315,3,13.2612
882,588,7,7,25,25,18.6750,10.8315,2,12.6729
445,588,7,7,19,19,19.7220,7.0999,3,8.4489
928,588,7,7,88,88,81.3120,31.7117,2,36.7856
1038,588,7,7,84,84,28.5936,13.7249,3,15.2346
1122,588,7,7,89,89,21.0752,6.3226,3,7.2078
872,588,7,7,88,88,90.9216,43.6424,2,51.0616
567,581,7,7,13,11,14.2175,6.1135,3,7.1528
610,581,7,7,87,20,15.4360,7.4093,2,8.8171
893,581,7,7,78,78,24.1332,11.1013,1,12.3224
1189,581,7,7,26,26,6.1256,2.3890,3,2.6518
1033,581,7,7,82,82,81.4424,30.9481,3,36.8282
356,581,7,7,32,32,35.4944,11.3582,1,12.8348
827,581,7,7,24,24,12.9960,5.0684,2,5.9807
1389,581,7,7,67,67,58.1493,24.4227,3,28.8188
433,581,7,7,61,61,35.0262,17.5131,2,20.4903
1010,581,7,7,40,40,62.5400,33.1462,3,37.7867
839,581,7,7,60,60,19.4040,6.2093,3,6.9544
523,581,7,7,41,41,24.6820,10.8601,2,12.4891
1472,581,7,7,64,64,50.6880,16.2202,4,19.1398
184,581,7,7,48,48,68.5440,30.8448,4,36.3969
200,581,7,7,72,72,62.9640,20.7781,3,24.1026
68,586,7,7,78,78,166.6080,61.6450,1,70.8918
911,586,7,7,85,85,60.2820,29.5382,1,33.9689
1500,586,7,7,20,15,13.7370,5.9069,4,6.6157
877,586,7,7,84,84,67.6872,36.5511,3,42.0338
41,586,7,7,69,69,30.0909,14.4436,1,17.1879
578,586,7,7,75,75,56.6775,28.3388,3,31.7395
1354,586,7,7,29,29,13.3052,7.3179,3,8.5619
584,586,7,7,89,66,76.9230,34.6153,3,38.0768
921,586,7,7,26,26,14.0400,8.1432,4,9.2832
738,586,7,7,77,77,72.6495,34.8718,3,41.4974
1287,586,7,7,89,89,44.8560,17.9424,1,20.2749
784,586,7,7,53,53,10.1972,3.8749,3,4.4174
1467,586,7,7,91,91,148.2936,45.9710,1,51.0278
1507,625,7,7,44,44,35.6224,13.8927,1,15.4209
98,625,7,7,44,44,29.7924,17.8754,2,20.9142
1208,625,7,7,33,33,34.0956,18.7526,4,21.0029
998,625,7,7,91,91,43.2250,14.6965,2,16.1662
1214,625,7,7,44,44,20.3280,10.1640,3,11.9935
565,625,7,7,72,72,24.6240,12.3120,4,14.4050
1368,625,7,7,89,86,167.9150,60.4494,3,70.1213
931,625,7,7,96,96,69.3120,29.8042,3,33.9768
1414,625,7,7,46,46,19.7248,7.1009,2,8.3791
1524,625,7,7,14,5,2.7720,1.0811,2,1.2757
48,625,7,7,17,17,12.4644,4.9858,3,5.8334
1358,625,7,7,35,35,40.4250,14.9573,3,17.2009
548,625,7,7,32,32,53.8240,30.6797,3,35.2817
1418,625,7,7,19,19,11.3183,5.8855,1,6.5918
781,625,7,7,51,51,98.7105,31.5874,3,36.3255
1271,630,7,7,36,25,49.0000,26.9500,4,32.0705
1154,630,7,7,45,45,28.3050,12.7372,3,14.6478
1504,630,7,7,81,81,66.9708,24.7792,4,28.4961
455,630,7,7,44,32,18.8160,9.5962,3,11.3235
898,630,7,7,16,11,8.2302,3.5390,4,4.2114
1541,630,7,7,20,20,22.4200,12.5552,4,14.1874
1171,630,7,7,71,71,128.6946,68.2081,3,75.7110
1454,630,7,7,83,83,95.6658,36.3530,4,40.7154
604,630,7,7,46,46,20.1250,7.2450,1,8.2593
448,630,7,7,85,85,52.3600,30.8924,2,34.2906
1331,630,7,7,50,50,41.1000,23.8380,2,26.4602
1387,630,7,7,17,17,18.3923,6.4373,4,7.4029
804,630,7,7,99,99,72.2007,24.5482,2,29.4578
1408,630,7,7,52,32,31.3760,9.4128,3,10.7306
11,630,7,7,30,9,11.0565,3.8698,3,4.6051
701,624,7,7,72,72,27.5400,13.4946,3,15.9236
957,624,7,7,26,26,37.8378,20.4324,3,23.0886
1334,624,7,7,91,91,70.3248,32.3494,3,38.4958
618,624,7,7,14,14,8.0360,3.2948,2,3.7231
1207,624,7,7,49,0,0.0000,0.0000,1,0.0000
584,624,7,7,52,52,57.9124,33.0101,3,37.9616
1307,624,7,7,15,15,8.5140,4.6827,3,5.4788
285,624,7,7,53,53,47.3184,22.7128,4,25.8926
647,624,7,7,19,19,20.3034,9.5426,1,10.6877
291,624,7,7,59,59,73.3488,35.9409,2,41.6914
214,624,7,7,51,51,51.7752,24.8521,3,27.5858
31,624,7,7,28,10,7.9050,2.6086,2,2.8955
580,624,7,7,39,39,55.4541,21.0726,2,24.4442
491,624,7,7,12,12,13.4784,6.8740,2,8.1801
1311,612,7,7,55,55,100.9470,39.3693,4,46.4558
1461,612,7,7,93,93,128.5632,41.1402,2,48.5454
1012,612,7,7,59,29,24.0120,12.0060,2,14.4072
802,612,7,7,75,75,121.0950,37.5395,2,44.6720
1018,612,7,7,33,33,9.8208,4.5176,3,5.1501
369,612,7,7,37,37,28.9340,13.5990,4,15.3669
758,612,7,7,55,55,75.4435,33.1951,4,36.8466
735,612,7,7,52,52,35.1624,11.9552,3,13.5094
1218,612,7,7,38,38,38.2470,22.5657,2,25.0479
1328,612,7,7,71,71,59.3702,23.1544,4,26.1645
1411,612,7,7,27,27,28.2150,12.6967,4,14.0933
1162,612,7,7,23,23,12.7995,5.5038,1,6.2743
352,612,7,7,14,14,5.0652,2.0261,3,2.3300
808,612,7,7,76,76,39.0868,19.9343,3,22.1271
94,639,7,7,37,37,12.1582,7.0518,3,8.0391
431,639,7,7,36,36,15.8976,7.7898,4,8.5688
248,639,7,7,25,25,9.4600,4.2570,3,4.8956
797,639,7,7,60,60,60.4440,33.8486,2,38.5874
293,639,7,7,42,42,30.9120,12.6739,2,14.9552
976,639,7,7,41,41,22.0662,8.8265,4,10.3270
487,639,7,7,58,58,82.9400,37.3230,3,42.9214
810,639,7,7,31,31,10.2486,3.5870,3,4.1968
987,639,7,7,18,18,20.9790,10.9091,1,12.5455
870,639,7,7,51,51,49.2303,15.7537,3,18.5894
1220,639,7,7,96,96,86.1120,40.4726,2,48.5671
1208,640,7,7,94,94,137.5878,64.6663,4,75.6596
1397,640,7,7,37,37,29.1005,16.5873,3,19.9048
415,640,7,7,77,77,91.8687,29.3980,3,35.2776
658,640,7,7,79,77,66.0352,25.0934,3,29.8611
342,640,7,7,93,93,80.9100,33.1731,2,38.4808
1291,640,7,7,90,90,99.3600,49.6800,4,55.6416
1148,640,7,7,95,95,86.8870,27.8038,3,31.9744
626,646,7,7,57,57,34.5591,12.4413,3,14.1831
803,646,7,7,44,44,52.5096,15.7529,2,17.6432
686,646,7,7,76,76,52.5616,21.5503,4,24.5673
1036,646,7,7,32,32,38.3488,18.0239,1,20.1868
1132,646,7,7,28,28,17.1976,7.7389,1,9.0545
16,646,7,7,20,20,42.8960,17.5874,1,20.7531
659,646,7,7,81,81,101.4039,31.4352,4,34.8931
703,646,7,7,65,22,30.7098,13.8194,2,16.4451
986,646,7,7,43,43,72.2400,39.7320,3,44.4998
1282,646,7,7,51,51,94.7376,36.0003,3,40.3203
1125,646,7,7,76,76,89.0188,49.8505,2,54.8356
1429,654,11,11,32,32,28.4160,11.3664,3,13.1850
86,654,11,11,57,57,98.1882,56.9492,2,65.4916
996,654,11,11,67,67,30.7530,12.9163,2,15.3704
1385,654,11,11,28,28,28.8960,11.2694,2,13.1852
1362,654,11,11,40,40,29.8000,15.7940,2,18.4790
286,654,11,11,93,93,67.3506,34.3488,3,40.8751
396,654,11,11,42,42,76.2048,33.5301,3,38.8949
479,654,11,11,97,90,83.2050,36.6102,3,41.7356
230,654,11,11,56,56,29.9880,16.1935,2,18.2987
979,654,11,11,55,55,103.9500,46.7775,3,56.1330
1435,654,11,11,59,6,7.5072,4.3542,3,5.0944
1212,654,11,11,61,61,16.4883,8.4090,1,9.5863
735,654,11,11,50,50,30.1350,17.4783,1,19.7505
561,643,11,11,89,89,27.4120,12.6095,2,15.1314
1098,643,11,11,65,65,29.8155,11.0317,2,12.7968
1461,643,11,11,78,78,63.8976,20.4472,1,22.4919
1105,643,11,11,23,23,23.8280,10.2460,3,12.2952
1028,643,11,11,71,71,52.4832,30.9651,1,35.3002
845,643,11,11,99,99,50.6088,29.8592,2,34.0395
1394,643,11,11,26,7,6.0214,2.0473,2,2.4363
1304,643,11,11,66,38,8.4018,4.3689,3,4.8495
428,643,11,11,82,82,18.6796,5.7907,2,6.8909
1498,643,11,11,35,35,25.7600,11.8496,3,13.8640
262,643,11,11,63,63,29.5470,13.8871,4,16.1090
439,643,11,11,80,80,120.4000,62.6080,4,69.4949
322,643,11,11,53,53,72.6524,24.7018,3,27.9130
672,643,11,11,40,40,44.0880,26.0119,2,28.8732
1475,648,11,11,82,82,148.8792,84.8611,2,95.8930
1452,648,11,11,61,61,84.6192,25.3858,1,30.4630
375,648,11,11,58,58,49.1434,19.6574,3,23.1957
486,648,11,11,39,39,23.5638,12.0175,2,13.4596
569,648,11,11,56,56,93.7888,55.3354,3,62.5290
319,648,11,11,63,48,32.2560,12.5798,4,14.9700
1069,648,11,11,92,92,16.2564,5.6897,4,6.8276
1524,648,11,11,63,63,41.2776,22.7027,3,25.6541
1302,648,11,11,47,47,35.6495,14.6163,1,17.1011
825,648,11,11,77,77,74.0894,31.1175,3,35.1628
282,648,11,11,97,97,28.8672,13.8563,3,16.2119
353,648,11,11,97,97,83.7595,32.6662,3,36.9128
5,647,11,11,96,26,24.4842,12.7318,2,14.0050
382,647,11,11,26,26,23.1660,12.0463,2,13.6123
1225,647,11,11,41,41,31.0288,15.2041,1,17.3327
255,647,11,11,12,12,4.3776,1.3133,4,1.5366
1192,647,11,11,87,87,46.8930,25.3222,2,28.1076
355,647,11,11,93,93,29.3787,16.4521,3,18.7554
892,647,11,11,47,39,33.0057,18.4832,2,20.5164
109,647,11,11,40,40,83.7400,31.8212,3,36.2762
898,647,11,11,72,72,45.1008,22.5504,3,24.8054
1235,647,11,11,32,31,15.4008,5.2363,4,6.0741
1052,647,11,11,34,34,21.4200,11.1384,3,12.3636
43,647,11,11,18,18,15.3306,5.3657,3,6.3315
1098,647,11,11,43,43,25.1034,13.3048,2,15.8327
222,647,11,11,76,76,114.0760,42.2081,2,47.6952
1409,650,11,11,43,43,11.8508,4.6218,2,5.4999
66,650,11,11,62,62,106.6400,47.9880,2,54.2264
976,650,11,11,62,62,31.1922,11.2292,2,13.3627
220,650,11,11,51,51,54.6210,16.9325,1,19.3031
1342,650,11,11,20,20,32.8240,13.7861,3,15.5783
266,650,11,11,68,68,47.3688,27.4739,1,30.2213
231,699,11,11,64,64,61.0560,26.2541,3,29.9297
527,699,11,11,76,76,92.2488,32.2871,4,37.1302
371,699,11,11,40,27,5.8806,2.9403,3,3.4696
1254,699,11,11,12,12,24.6624,12.0846,3,13.7764
165,699,11,11,91,91,87.5875,39.4144,2,46.5090
727,699,11,11,60,60,56.1540,30.8847,1,36.1351
1331,699,11,11,18,8,8.9872,3.2354,4,3.5913
348,699,11,11,42,42,21.1806,7.2014,4,8.1376
177,699,11,11,80,80,50.4640,28.7645,2,32.5039
1420,699,11,11,46,46,46.9522,15.9637,2,17.7197
810,699,11,11,20,20,6.1560,3.5705,3,4.1061
1081,699,11,11,78,78,77.1732,27.0106,1,29.7117
1097,699,11,11,55,55,47.3000,28.3800,3,31.2180
1047,699,11,11,49,49,63.3080,27.8555,1,30.9196
1197,699,11,11,45,45,59.3460,27.8926,4,32.9133
1134,676,11,11,28,28,23.4416,11.4864,2,13.3242
512,676,11,11,82,34,44.7168,23.6999,3,26.5439
1234,676,11,11,21,21,4.8216,2.1215,3,2.5034
212,676,11,11,100,100,64.7400,25.8960,2,29.2625
988,676,11,11,45,10,18.4110,6.6280,2,7.4234
218,676,11,11,55,55,68.1120,34.0560,2,38.1427
555,676,11,11,84,84,87.0912,41.8038,2,47.6563
372,676,11,11,32,32,52.2176,21.4092,3,23.7642
922,676,11,11,39,39,37.3737,20.1818,1,22.6036
363,678,11,11,32,32,34.9440,10.8326,3,12.1325
899,678,11,11,70,70,47.0400,25.4016,4,30.2279
1262,678,11,11,35,35,14.6300,7.7539,2,9.1496
906,678,11,11,76,76,20.1096,9.2504,3,10.2679
829,678,11,11,68,68,76.7312,41.4348,3,48.0644
646,678,11,11,20,20,15.1040,8.4582,2,9.8961
1195,678,11,11,15,15,14.6910,5.1419,3,6.0674
1106,678,11,11,84,84,70.2240,26.6851,2,30.6879
229,678,11,11,80,80,80.2800,37.7316,3,41.8821
1299,678,11,11,12,12,11.9232,4.0539,4,4.7025
63,678,11,11,11,11,14.9270,7.7620,3,9.1592
240,678,11,11,18,18,7.8948,4.5000,3,5.3100
123,678,11,11,43,43,69.3504,37.4492,1,43.8156
130,686,11,11,99,99,94.9311,36.0738,2,42.2063
401,686,11,11,13,13,3.3670,1.3131,3,1.5363
417,686,11,11,31,31,44.6896,16.0883,3,18.3407
367,686,11,11,28,28,55.7004,31.1922,2,35.5591
517,686,11,11,14,14,17.1360,8.7394,1,9.7881
68,686,11,11,47,47,80.3136,24.8972,3,28.3828
1416,686,11,11,93,93,149.9532,53.9832,3,62.0807
74,686,11,11,89,89,53.0974,18.5841,3,21.7434
984,686,11,11,80,80,36.9360,11.8195,3,14.0652
1373,686,11,11,52,52,89.8560,45.8266,3,51.3258
664,698,11,11,53,53,46.1100,23.9772,1,26.6147
15,698,11,11,70,70,94.5770,46.3427,1,55.1478
404,698,11,11,43,43,17.2000,6.7080,4,7.9154
381,698,11,11,30,30,34.2510,11.6453,2,13.5085
864,698,11,11,87,87,75.1593,25.5542,1,30.1540
974,698,11,11,13,1,0.3871,0.2206,2,0.2449
1058,698,11,11,17,17,22.9908,8.2767,3,9.2699
808,698,11,11,86,86,53.7930,20.9793,2,24.9654
1557,698,11,11,83,83,55.7760,26.7725,3,31.3238
1077,726,11,11,83,83,137.4480,71.4730,2,80.7645
267,726,11,11,70,70,18.5920,7.2509,3,8.0485
1137,726,11,11,12,12,7.6464,3.7467,2,4.2338
500,726,11,11,58,58,83.3112,28.3258,3,31.4416
438,726,11,11,60,60,40.5300,21.8862,3,24.9503
1454,726,11,11,70,70,125.7690,72.9460,2,85.3468
1110,726,11,11,41,41,42.4760,16.9904,2,18.6894
167,726,11,11,91,57,19.1520,6.7032,1,7.5076
1437,726,11,11,36,22,20.2884,8.9269,2,10.1767
1160,726,11,11,24,24,23.8464,10.4924,2,12.2761
17,726,11,11,39,39,62.9694,25.1878,1,29.7216
328,726,11,11,100,100,47.8800,28.2492,4,31.3566
1370,726,11,11,60,60,49.9800,22.4910,2,25.8647
1360,726,11,11,91,91,125.5254,69.0390,3,76.6333
622,706,11,11,25,25,7.6950,2.6933,4,3.2320
1265,706,11,11,56,56,20.1600,10.6848,3,12.2875
1309,706,11,11,41,41,55.3254,21.5769,1,25.0292
33,706,11,11,71,71,30.8992,12.3597,3,13.8429
328,706,11,11,91,91,68.7960,31.6462,3,36.7096
172,706,11,11,90,45,67.2300,24.8751,3,29.3526
1055,706,11,11,28,28,18.5976,9.4848,3,10.8127
1559,721,11,11,47,47,32.7402,11.7865,1,13.4366
789,721,11,11,85,85,123.0800,72.6172,2,82.7836
1126,721,11,11,46,46,31.4824,10.7040,2,11.8814
943,721,11,11,20,20,26.1820,15.1856,3,17.4634
1492,721,11,11,78,78,40.3104,14.1086,1,15.5195
1403,721,11,11,54,54,52.7040,31.6224,3,34.7846
527,721,11,11,49,49,46.6480,17.7262,1,21.0942
1182,721,11,11,28,28,14.1120,5.7859,3,6.7116
360,721,11,11,24,24,15.0912,8.7529,1,9.9783
123,721,11,11,95,4,4.9152,2.2118,2,2.4772
6,721,11,11,47,47,27.0250,16.2150,2,18.3230
711,730,11,11,81,81,93.6360,36.5180,2,41.6305
994,730,11,11,19,19,7.5050,2.7018,2,3.0260
144,730,11,11,54,54,9.9144,4.9572,2,5.5521
1547,730,11,11,84,84,71.9712,34.5462,2,39.3827
871,730,11,11,32,32,33.3248,13.6632,3,15.1662
927,730,11,11,22,22,4.4352,2.1289,3,2.5547
344,730,11,11,62,24,22.9824,9.1930,3,10.2962
534,730,11,11,62,62,102.6844,56.4764,4,67.7717
1110,730,11,11,90,40,62.7200,35.7504,2,39.6829
1354,730,11,11,58,58,26.6104,13.3052,3,15.7001
487,724,11,11,58,58,51.2720,25.1233,3,28.6406
170,724,11,11,70,70,109.7600,36.2208,3,42.3783
1120,724,11,11,34,34,29.0700,9.0117,4,10.7239
976,724,11,11,72,72,46.3320,25.0193,1,29.0224
993,724,11,11,37,37,65.7675,34.8568,2,39.7368
943,724,11,11,78,78,61.6512,33.9082,3,40.0117
1093,724,11,11,70,67,103.5485,40.3839,2,46.0376
514,371,13,13,58,58,57.7390,17.3217,2,19.0539
810,371,13,13,98,77,23.7006,9.7172,3,11.2720
653,371,13,13,65,65,56.0170,31.9297,4,36.3999
1536,371,13,13,69,69,51.3912,29.2930,2,33.1011
447,371,13,13,86,86,104.0256,56.1738,2,62.3529
1009,371,13,13,84,84,112.2660,50.5197,1,55.5717
54,371,13,13,70,51,58.2777,32.0527,3,35.2580
419,377,13,13,99,99,127.2348,61.0727,3,71.4551
330,377,13,13,88,88,150.6032,66.2654,2,75.5426
1012,377,13,13,57,57,58.2084,30.8505,1,33.9356
109,377,13,13,99,99,168.1515,63.8976,2,74.7602
846,377,13,13,13,13,8.2251,3.2078,3,3.7531
609,377,13,13,31,31,36.1305,13.0070,3,14.8280
492,377,13,13,94,94,81.5262,45.6547,2,52.0464
842,377,13,13,80,80,92.1600,47.0016,4,52.6418
1352,377,13,13,47,47,49.8200,26.4046,3,30.1012
236,377,13,13,69,69,72.4362,26.8014,3,30.8216
879,377,13,13,71,71,31.5240,11.6639,4,13.7634
509,377,13,13,86,86,96.4060,32.7780,3,39.0058
792,377,13,13,57,57,50.9922,22.9465,2,25.7001
1502,377,13,13,41,41,46.0840,17.9728,3,20.8484
739,379,13,13,60,60,72.8280,36.4140,1,41.5120
489,379,13,13,44,44,41.3556,22.7456,1,25.4751
1239,379,13,13,84,84,107.2512,52.5531,3,60.9616
550,379,13,13,52,52,44.9280,25.6090,3,28.4260
1472,379,13,13,29,10,11.2200,3.8148,3,4.2344
1409,379,13,13,39,39,12.1953,4.7562,2,5.6599
866,379,13,13,13,13,18.4418,10.8807,3,12.9480
523,379,13,13,89,89,76.5400,35.2084,4,41.1938
1139,379,13,13,32,32,49.4208,27.6756,2,32.9340
849,379,13,13,78,78,54.0540,17.2973,3,20.7568
267,387,13,13,75,59,20.0777,6.8264,4,7.5773
1537,387,13,13,92,92,123.0684,39.3819,2,45.2892
1260,387,13,13,69,69,25.8888,8.8022,3,10.2106
118,387,13,13,63,63,52.2144,22.4522,4,26.2691
428,387,13,13,18,18,6.2712,2.8848,4,3.2021
1470,387,13,13,38,38,38.4636,12.6930,2,15.2316
1460,387,13,13,19,19,23.4726,8.6849,4,9.8139
1077,387,13,13,42,42,91.1904,50.1547,3,57.6779
667,387,13,13,25,25,23.2750,8.6118,3,9.9036
1483,387,13,13,74,28,33.3984,14.0273,1,16.5522
594,387,13,13,82,82,19.0240,5.8974,4,6.5461
971,387,13,13,66,23,30.8085,14.1719,2,17.0063
1400,387,13,13,44,44,18.5416,10.3833,3,11.6293
1365,370,13,13,28,28,7.8652,4.2472,3,5.0117
995,370,13,13,86,86,46.4830,15.8042,2,18.0168
1278,370,13,13,44,44,68.2440,34.1220,3,37.8754
428,370,13,13,49,49,16.0867,8.0434,4,8.9282
272,370,13,13,66,66,147.0942,69.1343,4,81.5785
1155,370,13,13,39,39,22.7292,8.6371,4,10.1918
1211,370,13,13,26,26,47.2992,15.6087,2,18.1061
628,370,13,13,83,83,60.4240,21.1484,1,24.9551
1232,370,13,13,31,31,15.7635,8.6699,2,9.6236
1394,370,13,13,33,33,48.4242,26.6333,2,30.3620
163,409,13,13,84,79,103.4110,40.3303,4,47.9931
20,409,13,13,52,52,80.9536,29.9528,1,33.2476
37,409,13,13,90,32,15.2640,8.0899,1,9.5461
1546,409,13,13,36,36,8.1252,3.9813,3,4.4591
136,409,13,13,71,18,41.0994,23.0157,1,25.7776
1246,409,13,13,24,24,16.6320,7.9834,2,9.1809
1450,409,13,13,78,8,10.1936,5.3007,3,5.9368
107,409,13,13,83,83,58.5897,25.1936,3,29.7284
603,409,13,13,96,96,44.8704,17.0508,2,19.0969
1406,409,13,13,58,58,12.0176,6.6097,1,7.4690
581,399,13,13,64,64,92.6976,41.7139,2,47.1367
691,399,13,13,63,63,79.0020,28.4407,2,33.8444
774,399,13,13,52,52,53.5080,17.1226,1,19.5198
524,399,13,13,21,21,16.0776,6.9134,3,7.8121
1274,399,13,13,69,69,39.7716,23.0675,1,25.3743
585,399,13,13,97,97,97.2716,57.3902,2,68.8682
1507,399,13,13,25,25,25.3000,8.6020,2,9.8923
371,403,13,13,83,83,29.0334,11.0327,4,12.6876
200,403,13,13,41,28,25.2280,12.6140,3,14.8845
1443,403,13,13,13,13,16.0797,8.0398,3,9.1654
833,403,13,13,92,92,123.1328,55.4098,2,65.3836
1104,403,13,13,61,61,73.2305,41.0091,1,47.9806
1120,403,13,13,19,9,6.3099,2.3347,4,2.5915
1070,403,13,13,43,43,63.3906,22.1867,4,25.0710
1220,403,13,13,81,81,61.6005,35.7283,2,40.3730
771,403,13,13,47,47,31.0576,10.5596,2,11.8268
560,403,13,13,21,21,13.6080,7.8926,3,9.0765
777,403,13,13,79,79,99.9192,35.9709,1,39.5680
127,403,13,13,56,56,39.9504,11.9851,3,13.3035
517,403,13,13,50,50,69.7000,27.1830,1,32.6196
494,403,13,13,29,29,20.7089,8.6977,3,10.0893
861,413,13,13,59,59,57.8200,27.1754,3,31.7952
238,413,13,13,63,63,53.3673,25.0826,1,29.0958
961,413,13,13,80,80,53.4480,27.7930,1,32.2399
1498,413,13,13,71,14,15.4560,6.9552,4,7.9985
715,413,13,13,54,54,35.9910,16.9158,2,20.1298
1504,413,13,13,46,46,32.9130,15.4691,3,17.6348
282,413,13,13,89,89,49.6620,24.3344,1,27.7412
99,413,13,13,83,83,99.8988,56.9423,2,66.0531
519,417,13,13,58,58,115.2112,57.6056,2,63.9422
523,417,13,13,81,81,43.1892,16.4119,1,19.0378
1339,417,13,13,64,3,1.9650,0.7663,2,0.9119
36,417,13,13,26,26,18.2520,8.0309,4,9.0749
412,417,13,13,87,87,62.4312,34.3372,3,39.8312
1255,417,13,13,48,48,29.7600,12.2016,1,14.5199
285,417,13,13,95,95,70.6800,39.5808,4,45.5179
1222,417,13,13,25,21,16.4640,9.3845,2,10.5106
385,417,13,13,42,1,0.7020,0.2176,3,0.2502
922,417,13,13,73,73,111.5513,56.8912,3,67.1316
1285,417,13,13,34,34,23.5246,8.2336,4,9.5510
163,427,13,13,13,13,11.1384,4.3440,2,5.2128
807,427,13,13,87,87,67.4685,37.1077,3,41.1895
850,427,13,13,28,28,17.5028,9.8016,1,11.4679
1133,427,13,13,47,5,2.4640,0.8378,3,0.9551
1429,427,13,13,65,18,22.8960,8.9294,1,10.4474
1273,427,13,13,72,72,100.0944,34.0321,4,38.1160
596,427,13,13,73,73,18.2208,9.1104,2,10.5681
1067,427,13,13,14,14,13.1544,6.7087,4,7.9834
70,427,13,13,33,33,16.6452,9.4878,4,10.8161
673,427,13,13,33,33,40.6890,22.7858,4,27.3430
1250,427,13,13,22,22,24.2352,12.6023,3,14.7447
1079,427,13,13,81,81,80.5545,26.5830,2,30.0388
763,427,13,13,39,39,52.7085,25.3001,3,28.0831
351,440,13,13,51,51,50.6736,26.3503,2,31.3569
1434,440,13,13,22,22,10.2300,3.4782,1,3.9999
891,440,13,13,96,96,111.4464,64.6389,3,74.9811
961,440,13,13,13,13,6.3011,2.1424,4,2.4423
18,440,13,13,73,73,68.2185,27.2874,1,32.1991
874,440,13,13,73,73,67.3206,20.8694,2,23.7911
1011,440,13,13,61,61,110.2209,62.8259,4,74.7628
1427,440,13,13,96,96,182.0736,69.1880,3,81.6418
1324,440,13,13,78,68,119.2924,44.1382,4,52.0831
558,444,13,13,68,68,21.7600,10.2272,1,11.3522
15,444,13,13,54,30,23.3580,13.3141,4,15.8438
1230,444,13,13,76,2,0.5390,0.2210,2,0.2541
287,444,13,13,46,46,42.3384,17.7821,4,20.2716
1557,444,13,13,63,43,24.2520,8.4882,2,9.5917
1280,444,13,13,70,70,41.2370,16.4948,3,18.6391
137,444,13,13,37,37,80.7710,26.6544,1,31.1856
448,444,13,13,29,29,17.4174,7.1411,2,7.9980
1490,444,13,13,72,72,46.3680,19.9382,4,22.3308
1480,444,13,13,66,66,43.7184,22.7336,2,25.9163
226,441,13,13,62,62,16.4920,7.5863,2,8.7242
1375,441,13,13,92,92,113.6568,62.5112,3,69.3874
631,441,13,13,22,22,9.6096,2.9790,3,3.3365
1302,441,13,13,21,21,15.9285,8.2828,4,9.1939
119,441,13,13,10,10,10.7160,5.1437,2,5.9667
548,441,13,13,69,69,82.0410,48.4042,2,54.2127
1551,441,13,13,27,27,16.9128,8.2873,3,9.1989
515,441,13,13,48,48,44.9232,22.4616,4,24.9324
92,441,13,13,65,65,18.8825,8.8748,4,10.4723
215,441,13,13,63,63,18.9126,7.1868,4,8.4804
1202,448,13,13,80,80,97.7120,36.1534,1,41.9379
780,448,13,13,87,87,88.9488,44.4744,1,51.5903
903,448,13,13,22,22,19.4040,7.5676,3,8.6271
120,448,13,13,31,31,21.7186,13.0312,1,14.4646
909,448,13,13,59,59,38.4090,18.8204,3,21.8317
1246,448,13,13,95,6,4.3428,2.4320,4,2.8454
1063,448,13,13,47,5,5.0880,1.7299,3,1.9721
53,448,13,13,41,11,21.0463,8.2081,3,9.4393
1523,448,13,13,72,72,40.4352,20.2176,3,22.2394
